Rank,Player,AVG PICK,7 DAY +/-,AVG SALARY,7 DAY +/-,%ROST
792,Rhett EllisonNYGTE,170.0,0.0,0.0,0.0,0.0
793,Trenton CannonFARB,170.0,0.0,0.0,0.0,0.0
794,Jordan FranksCleTE,170.0,0.0,0.0,0.0,0.0
795,KeeSean JohnsonPhiWR,170.0,0.0,0.0,0.0,0.0
796,Emmanuel ButlerFAWR,170.0,0.0,0.0,0.0,0.0
797,Carson MeierFATE,170.0,0.0,0.0,0.0,0.0
798,Marcell AtemanFAWR,170.0,0.0,0.0,0.0,0.0
799,Raymond CalaisIRLARRB,170.0,0.0,0.0,0.0,0.0
800,Trevor DavisFAWR,170.0,0.0,0.0,0.0,0.0
801,Ja'Marcus BradleyCleWR,170.0,0.0,0.0,0.0,0.0
802,Ryan FinleyHouQB,170.0,0.0,0.0,0.0,0.0
803,Matt ColeNYGWR,170.0,0.0,0.0,0.0,0.0
804,Derek CarrierLVTE,170.0,0.0,0.0,0.0,0.0
805,Geoff SwaimOTenTE,170.0,0.0,0.0,0.0,0.1
806,Drew SampleCinTE,170.0,0.0,0.0,0.0,0.1
807,Nick MullensCleQB,170.0,0.0,0.0,0.0,0.0
808,Karan HigdonFARB,170.0,0.0,0.0,0.0,0.0
809,Kerrith WhyteFARB,170.0,0.0,0.0,0.0,0.0
810,Vyncint SmithFAWR,170.0,0.0,0.0,0.0,0.0
811,Alex McGoughFAQB,170.0,0.0,0.0,0.0,0.0
812,Hale HentgesMinTE,170.0,0.0,0.0,0.0,0.0
813,Donnie ErnsbergerIRTenTE,170.0,0.0,0.0,0.0,0.0
814,Steven SimsFAWR,170.0,0.0,0.0,0.0,0.0
815,Kelvin McKnightFAWR,170.0,0.0,0.0,0.0,0.0
816,De'Lance TurnerFARB,170.0,0.0,0.0,0.0,0.0
817,Kyle LaulettaFAQB,170.0,0.0,0.0,0.0,0.0
818,Clayton ThorsonQFAQB,170.0,0.0,0.0,0.0,0.0
819,Rico GaffordFAWR,170.0,0.0,0.0,0.0,0.0
820,Chris RowlandFAWR,170.0,0.0,0.0,0.0,0.0
821,D'Ernest JohnsonCleRB,170.0,0.0,0.0,0.0,0.2
822,Juwann WinfreeGBWR,170.0,0.0,0.0,0.0,0.0
823,Codey McElroyTBTE,170.0,0.0,0.0,0.0,0.0
824,Alize MackFATE,170.0,0.0,0.0,0.0,0.0
825,De'Anthony ThomasFAWR,170.0,0.0,0.0,0.0,0.0
826,Bruce MillerFARB,170.0,0.0,0.0,0.0,0.0
827,Robert TurbinFARB,170.0,0.0,0.0,0.0,0.0
828,Sean CulkinFATE,170.0,0.0,0.0,0.0,0.0
829,Jerome CunninghamFATE,170.0,0.0,0.0,0.0,0.0
830,Deon YelderFATE,170.0,0.0,0.0,0.0,0.0
831,Kevin RaderPitTE,170.0,0.0,0.0,0.0,0.0
832,Jordan HowardPhiRB,170.0,0.1,0.0,0.0,0.1
833,Chris LacyFAWR,170.0,0.0,0.0,0.0,0.0
834,Brett HundleyIndQB,170.0,0.0,0.0,0.0,0.0
835,Ben KoyackFATE,170.0,0.0,0.0,0.0,0.0
836,Jaeden GrahamIRAtlTE,170.0,0.0,0.0,0.0,0.0
837,LeVante BellamyIRDenRB,170.0,0.0,0.0,0.0,0.0
838,Jason CroomIRPhiTE,170.0,0.0,0.0,0.0,0.0
839,Tyrie ClevelandFAWR,170.0,0.0,0.0,0.0,0.0
840,Matt FlanaganFATE,170.0,0.0,0.0,0.0,0.0
841,Lawrence CagerFAWR,170.0,0.0,0.0,0.0,0.0
842,Troy FumagalliIRNETE,170.0,0.0,0.0,0.0,0.0
843,Stephen SullivanCarTE,170.0,0.0,0.0,0.0,0.0
844,Chris WarrenFARB,170.0,0.0,0.0,0.0,0.0
845,Dezmon PatmonIRIndWR,170.0,0.0,0.0,0.0,0.0
846,JoJo NatsonCleWR,170.0,0.0,0.0,0.0,0.0
847,J'Mon MooreQFAWR,170.0,0.0,0.0,0.0,0.0
848,DeMichael HarrisIndWR,170.0,0.0,0.0,0.0,0.0
849,Seth DeValveFATE,170.0,0.0,0.0,0.0,0.0
850,C.J. ProsiseFARB,170.0,0.0,0.0,0.0,0.0
851,Bradley SowellFATE,170.0,0.0,0.0,0.0,0.0
852,Keelan DossFAWR,170.0,0.0,0.0,0.0,0.0
853,Adrian KillinsIRDenRB,170.0,0.0,0.0,0.0,0.0
854,Paul PerkinsFARB,170.0,0.0,0.0,0.0,0.0
855,Jared PinkneyDetTE,170.0,0.0,0.0,0.0,0.0
856,Caleb WilsonFATE,170.0,0.0,0.0,0.0,0.0
857,Greg DortchAriWR,170.0,0.0,0.0,0.0,0.0
858,Kristian WilkersonNEWR,170.0,0.0,0.0,0.0,0.0
859,Bennie FowlerFAWR,170.0,0.0,0.0,0.0,0.0
860,Isaiah CoulterChiWR,170.0,0.0,0.0,0.0,0.0
861,Jamize OlawaleFARB,170.0,0.0,0.0,0.0,0.0
862,Chad HansenQFAWR,170.0,0.0,0.0,0.0,0.0
863,Ben BrauneckerFATE,170.0,0.0,0.0,0.0,0.0
864,Stephen CarlsonIRCleTE,170.0,0.0,0.0,0.0,0.0
865,David GrinnageFATE,170.0,0.0,0.0,0.0,0.0
866,Isaac NautaQFATE,170.0,0.0,0.0,0.0,0.0
867,Jaleel ScottFAWR,170.0,0.0,0.0,0.0,0.0
868,Marvin HallQFAWR,170.0,0.0,0.0,0.0,0.0
869,Justin HardyFAWR,170.0,0.0,0.0,0.0,0.0
870,Kenjon BarnerFARB,170.0,0.0,0.0,0.0,0.0
871,Noah TogiaiQFATE,170.0,0.0,0.0,0.0,0.0
872,Craig ReynoldsDetRB,170.0,0.0,0.0,0.0,0.0
873,Robert DavisFAWR,170.0,0.0,0.0,0.0,0.0
874,Kirk MerrittMiaWR,170.0,0.0,0.0,0.0,0.0
875,Kylen GransonIndTE,170.0,0.0,0.0,0.0,0.1
876,Austin CarrFAWR,170.0,0.0,0.0,0.0,0.0
877,Duke JohnsonQFARB,170.0,0.0,0.0,0.0,0.2
878,Isaiah FordFAWR,170.0,0.0,0.0,0.0,0.0
879,Hunter BryantODetTE,170.0,0.0,0.0,0.0,0.0
880,Jalen TolliverKCWR,170.0,0.0,0.0,0.0,0.0
881,Trishton JacksonMinWR,170.0,0.0,0.0,0.0,0.0
882,Evan BaylisQFATE,170.0,0.0,0.0,0.0,0.0
883,Josh DoctsonFAWR,170.0,0.0,0.0,0.0,0.0
884,Auden TateCinWR,170.0,0.0,0.0,0.0,0.1
885,Kenny StillsFAWR,170.0,0.0,0.0,0.0,0.0
886,Alfred MorrisFARB,170.0,0.0,0.0,0.0,0.0
887,Dwayne HarrisQFAWR,170.0,0.0,0.0,0.0,0.0
888,James LooneyFATE,170.0,0.0,0.0,0.0,0.0
889,Trey BurtonFATE,170.0,0.0,0.0,0.0,0.0
890,Lance KendricksFATE,170.0,0.0,0.0,0.0,0.0
891,Derrick WilliesOCleWR,170.0,0.0,0.0,0.0,0.0
892,Chris ThompsonQFARB,170.0,0.0,0.0,0.0,0.0
893,Russell ShepardFAWR,170.0,0.0,0.0,0.0,0.0
894,Josh MaloneFAWR,170.0,0.0,0.0,0.0,0.0
895,Cody CoreQFAWR,170.0,0.0,0.0,0.0,0.0
896,Gary JenningsQFAWR,170.0,0.0,0.0,0.0,0.0
897,Matt LengelIndTE,170.0,0.0,0.0,0.0,0.0
898,Marcus GreenFAWR,170.0,0.0,0.0,0.0,0.0
899,Damion WillisNYGWR,170.0,0.0,0.0,0.0,0.0
900,Joshua PerkinsFATE,170.0,0.0,0.0,0.0,0.0
901,Emanuel HallQWshWR,170.0,0.0,0.0,0.0,0.0
902,Marqise LeeSFWR,170.0,0.0,0.0,0.0,0.0
903,Cyril GraysonTBWR,170.0,0.0,0.0,0.0,0.0
904,Isaac WhitneyFAWR,170.0,0.0,0.0,0.0,0.0
905,Ryan GrantFAWR,170.0,0.0,0.0,0.0,0.0
906,Tevin JonesFAWR,170.0,0.0,0.0,0.0,0.0
907,Taylor GabrielChiWR,170.0,0.0,0.0,0.0,0.0
908,Nick O'LearyQFATE,170.0,0.0,0.0,0.0,0.0
909,Andre PattonFAWR,170.0,0.0,0.0,0.0,0.0
910,Simmie Cobbs Jr.FAWR,170.0,0.0,0.0,0.0,0.0
911,Quincy EnunwaQFAWR,170.0,0.0,0.0,0.0,0.0
912,Marken MichelFAWR,170.0,0.0,0.0,0.0,0.0
913,Cam PhillipsCarWR,170.0,0.0,0.0,0.0,0.0
914,Jeff HeuermanFATE,170.0,0.0,0.0,0.0,0.0
915,Jordan LasleyFAWR,170.0,0.0,0.0,0.0,0.0
916,Austin RobertsFATE,170.0,0.0,0.0,0.0,0.0
917,Krishawn HoganFAWR,170.0,0.0,0.0,0.0,0.0
918,Da'Mari ScottFAWR,170.0,0.0,0.0,0.0,0.0
919,Paul Richardson Jr.FAWR,170.0,0.0,0.0,0.0,0.0
920,Robert FosterQFAWR,170.0,0.0,0.0,0.0,0.0
921,Johnny HoltonFAWR,170.0,0.0,0.0,0.0,0.0
922,Josh BellamyFAWR,170.0,0.0,0.0,0.0,0.0
923,Janarion GrantFAWR,170.0,0.0,0.0,0.0,0.0
924,Darvin KidsyFAWR,170.0,0.0,0.0,0.0,0.0
925,Omar BaylessCarWR,170.0,0.0,0.0,0.0,0.0
926,Anthony JohnsonFAWR,170.0,0.0,0.0,0.0,0.0
927,Fred BrownFAWR,170.0,0.0,0.0,0.0,0.0
928,C.J. ConradFATE,170.0,0.0,0.0,0.0,0.0
929,Kelvin HarmonFAWR,170.0,0.0,0.0,0.0,0.0
930,Jason MooreQLACWR,170.0,0.0,0.0,0.0,0.0
931,Dillon MitchellFAWR,170.0,0.0,0.0,0.0,0.0
932,Duke WilliamsQFAWR,170.0,0.0,0.0,0.0,0.0
933,Scott SimonsonNYGTE,170.0,0.0,0.0,0.0,0.0
934,Jester WeahFAWR,170.0,0.0,0.0,0.0,0.0
935,Geremy DavisFAWR,170.0,0.0,0.0,0.0,0.0
936,Kendall BlantonLARTE,170.0,0.0,0.0,0.0,0.0
937,Cody LatimerOFAWR,170.0,0.0,0.0,0.0,0.0
938,Darius JenningsFAWR,170.0,0.0,0.0,0.0,0.0
939,Dontrelle InmanFAWR,170.0,0.0,0.0,0.0,0.0
940,Donte MoncriefQFAWR,170.0,0.0,0.0,0.0,0.0
941,Rodney SmithQCarRB,170.0,0.0,0.0,0.0,0.1
942,C.J. BeathardJaxQB,170.0,0.0,0.0,0.0,0.0
943,Devin DuvernayBalWR,170.0,0.0,0.0,0.0,0.3
944,Greg JosephMinK,170.0,-0.1,0.0,0.0,0.6
945,Ryan SantosoCarK,170.0,0.1,0.0,-0.4,0.3
946,Isaiah McKenzieQBufWR,170.0,0.0,0.0,0.0,0.2
947,Willie Snead IVLVWR,170.0,0.0,0.0,0.0,0.1
948,Jalen GuytonQLACWR,170.0,0.0,0.0,0.0,0.2
949,Jeff Wilson Jr.OSFRB,170.0,0.0,0.0,0.0,0.9
950,Andy DaltonChiQB,170.0,0.0,0.0,0.0,0.9
951,Michael BadgleyFAK,170.0,-0.1,0.0,0.0,0.5
952,Chris HerndonMinTE,170.0,0.1,0.0,0.0,1.9
953,Royce FreemanCarRB,170.0,0.0,0.0,0.0,0.2
954,Dawson KnoxBufTE,170.0,0.0,0.0,0.0,2.2
955,Jacoby BrissettMiaQB,170.0,0.0,0.0,0.0,0.1
956,JaMycal HastySFRB,170.0,0.0,0.0,0.0,0.2
957,Keke CouteeIndWR,170.0,0.0,0.0,0.0,0.2
958,Jake FunkLARRB,170.0,0.1,0.0,0.0,1.2
959,Drew LockDenQB,170.0,0.0,0.0,0.0,1.0
960,Damiere ByrdChiWR,170.0,0.0,0.0,0.0,0.1
961,Brian HillQFARB,170.0,0.2,0.0,0.0,0.2
962,Hayden HurstAtlTE,170.0,0.0,0.0,0.0,2.0
963,Matt BreidaBufRB,170.0,0.0,0.0,0.0,0.4
964,Donovan Peoples-JonesCleWR,170.0,-0.1,0.0,0.0,1.9
965,Nate McCraryDenRB,170.0,0.0,0.0,0.0,0.0
966,Dustin HopkinsWshK,170.0,-0.2,0.0,0.0,3.4
967,Mike BooneIRDenRB,170.0,0.1,0.0,0.0,0.1
968,Kene NwangwuIRMinRB,170.0,0.0,0.0,0.0,0.1
969,Davis MillsHouQB,170.0,0.0,0.0,0.0,0.2
970,Jacob EasonIndQB,170.0,0.0,0.0,0.0,0.3
971,Adam HumphriesWshWR,170.0,0.0,0.0,0.0,0.3
972,Peyton BarberWshRB,170.0,0.1,0.0,0.0,0.2
973,Jaylen SamuelsPitRB,170.0,0.1,0.0,0.0,0.2
974,Jermar JeffersonDetRB,170.0,0.0,0.0,0.0,0.5
975,Ka'imi FairbairnQHouK,170.0,-0.1,0.0,0.0,1.7
976,Dalton SchultzDalTE,170.0,0.0,0.0,0.0,1.1
977,Marquez Valdes-ScantlingGBWR,170.0,-0.1,0.1,0.1,3.5
978,Tutu AtwellLARWR,170.0,0.2,0.0,0.0,0.8
979,Juwan JohnsonNOTE,170.0,-0.1,0.0,0.0,0.8
980,Tyler KroftNYJTE,170.0,-0.1,0.0,0.0,0.7
981,Denzel MimsQNYJWR,170.1,0.4,0.0,0.0,1.0
982,Jack DoyleIndTE,170.1,0.0,0.0,0.0,0.9
983,Randy BullockFAK,170.1,0.0,0.0,0.0,0.5
984,Donald Parham Jr.LACTE,170.1,0.0,0.0,0.0,0.4
985,Joshua PalmerLACWR,170.1,-0.1,0.0,0.0,3.0
986,Tyrod TaylorHouQB,170.1,0.0,0.0,0.0,3.0
987,DeeJay DallasSeaRB,170.1,0.2,0.0,0.0,0.8
988,Jonathan WardAriRB,170.1,0.0,0.0,0.0,0.1
989,Kyle JuszczykSFRB,170.1,0.0,0.0,0.0,0.7
990,Benny Snell Jr.PitRB,170.1,0.0,0.0,0.0,1.3
991,Josh ReynoldsTenWR,170.1,-0.1,0.0,0.0,0.4
992,Nick FolkNEK,170.1,0.1,0.0,-0.1,3.8
993,Dan ArnoldCarTE,170.1,0.0,0.0,0.0,1.0
994,Byron PringleKCWR,170.1,0.1,0.0,0.0,1.7
995,James WashingtonPitWR,170.1,0.0,0.0,0.0,0.6
996,Jalen RichardIRLVRB,170.1,0.1,0.0,0.0,0.2
997,Larry Rountree IIILACRB,170.1,0.0,0.0,0.0,0.8
998,Kendrick BourneNEWR,170.1,0.0,0.0,0.0,0.5
999,Justice HillBalRB,170.1,0.0,0.0,0.0,1.2
1000,Chris EvansCinRB,170.1,0.0,0.0,0.0,0.8
1001,Quintez CephusDetWR,170.1,0.1,0.0,0.0,0.7
1002,Kalif RaymondDetWR,170.1,-0.1,0.0,0.0,0.3
1003,Anthony McFarland Jr.IRPitRB,170.1,-0.1,0.0,0.0,0.5
1004,Dare OgunbowaleJaxRB,170.2,-0.1,0.0,0.0,0.2
1005,Falcons D/STAtlD/ST,170.2,0.0,0.0,0.0,1.2
1006,La'Mical PerineQNYJRB,170.2,0.1,0.0,0.0,0.5
1007,Tyler ConklinMinTE,170.2,-0.1,0.0,0.0,2.6
1008,Jets D/STNYJD/ST,170.2,0.0,0.0,0.0,4.2
1009,Jeremy McNicholsTenRB,170.2,-0.2,0.0,0.0,0.3
1010,Tony Jones Jr.NORB,170.2,-0.1,0.0,0.0,2.6
1011,Zach PascalIndWR,170.2,-0.2,0.0,0.0,1.8
1012,Jerick McKinnonKCRB,170.2,-0.1,0.0,0.0,1.7
1013,Tim PatrickDenWR,170.2,0.0,0.0,0.0,0.7
1014,Elijah MitchellSFRB,170.2,-0.1,0.0,0.0,0.5
1015,Rex BurkheadHouRB,170.2,0.0,0.0,0.0,0.6
1016,Jaret PattersonWshRB,170.2,-0.3,0.0,0.0,1.2
1017,Olamide ZaccheausAtlWR,170.2,0.0,0.0,0.0,0.5
1018,Keelan ColeNYJWR,170.2,0.0,0.0,0.0,0.5
1019,Hunter RenfrowLVWR,170.2,-0.2,0.0,0.0,1.9
1020,Jordan AkinsHouTE,170.2,0.1,0.0,0.0,0.9
1021,Demarcus RobinsonKCWR,170.2,0.1,0.0,0.0,1.5
1022,Dyami BrownWshWR,170.2,0.0,0.0,0.0,1.0
1023,C.J. UzomahCinTE,170.2,0.0,0.0,0.0,1.0
1024,Allen LazardGBWR,170.3,-0.1,0.0,0.0,5.0
1025,Adam TrautmanQNOTE,170.3,-1.6,0.0,-0.1,8.5
1026,Kenneth GainwellPhiRB,170.3,0.0,0.0,0.0,3.4
1027,Xavier JonesIRLARRB,170.3,-0.6,0.0,-0.2,2.6
1028,Alex CollinsSeaRB,170.3,-0.3,0.0,0.0,0.8
1029,Breshad PerrimanChiWR,170.3,0.5,0.0,0.0,2.7
1030,Sammy WatkinsBalWR,170.3,-0.1,0.0,0.0,8.6
1031,John BrownFAWR,170.3,0.3,0.0,0.0,2.8
1032,Amon-Ra St. BrownDetWR,170.4,-0.1,0.1,0.0,11.0
1033,Joshua KelleyLACRB,170.4,0.0,0.0,0.0,1.1
1034,KJ HamlerQDenWR,170.4,-0.1,0.0,0.0,2.0
1035,Giants D/STNYGD/ST,170.4,-0.3,0.0,0.0,6.7
1036,Anthony MillerQHouWR,170.4,-0.2,0.0,0.0,0.7
1037,Tristan VizcainoLACK,170.4,-0.5,0.0,0.0,1.6
1038,Chris ConleyHouWR,170.5,-0.2,0.0,0.0,0.8
1039,DeSean JacksonLARWR,170.5,-0.2,0.0,0.0,2.8
1040,Dee EskridgeSeaWR,170.5,0.0,0.0,0.0,1.9
1041,Samaje PerineCinRB,170.5,0.0,0.0,0.0,1.7
1042,Darius SlaytonQNYGWR,170.5,0.0,0.0,0.0,2.4
1043,Van JeffersonQLARWR,170.5,-0.1,0.0,0.0,1.6
1044,Marlon MackIndRB,170.5,-0.1,0.0,0.0,4.8
1045,Cordarrelle PattersonAtlRB,170.6,-0.1,0.0,0.0,2.2
1046,Rashod BatemanIRBalWR,170.6,-0.5,0.1,-0.1,8.7
1047,Wayne Gallman IIAtlRB,170.6,0.0,0.0,0.0,4.1
1048,Christian KirkAriWR,170.6,-0.1,0.0,0.0,3.9
1049,Kadarius ToneyQNYGWR,170.6,-0.2,0.0,0.0,5.6
1050,Devontae BookerNYGRB,170.6,-0.2,0.1,0.0,9.2
1051,Tre'Quan SmithQNOWR,170.7,-0.1,0.0,0.0,5.5
1052,Boston ScottPhiRB,170.7,-0.1,0.0,0.0,3.0
1053,Darrel WilliamsQKCRB,170.7,-0.2,0.1,0.0,8.8
1054,Ty JohnsonNYJRB,170.7,0.0,0.1,0.0,5.2
1055,Rashaad PennySeaRB,170.7,-0.2,0.1,0.0,8.9
1056,Salvon AhmedMiaRB,170.8,-0.1,0.0,0.0,2.7
1057,Tarik CohenOChiRB,170.8,0.0,0.0,0.0,7.4
1058,Justin JacksonLACRB,170.8,-0.2,0.1,0.0,4.3
1059,Qadree OllisonFARB,170.9,0.0,0.0,0.0,2.1
1060,Damien WilliamsChiRB,170.9,-0.1,0.1,0.0,6.3
1061,Darrynton EvansIRTenRB,170.9,-0.1,0.1,0.0,5.5
1062,Nico CollinsHouWR,170.9,-0.3,0.0,0.0,3.5
